severity,code,record_type,record_id,record_ref,stage,owner,retry_status,message
low,variant_missing_weight,variant,6122,PV-POLO-W-2627-M,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6123,PV-POLO-W-2627-S,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6124,PV-POLO-W-2627-XL,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6134,PROT00SLM,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6135,PROT00SLM,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6136,PROT00SLM,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6137,PROT00SLM,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6138,PROT00SLM,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6139,PROT00SLM,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6140,PROT00SLM,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6141,PROT00SLM,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6244,PV-BRIONE-JKT-NAVY-3XS,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6245,PV-BRIONE-JKT-NAVY-2XS,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6246,PV-BRIONE-JKT-NAVY-XS,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6247,PV-BRIONE-JKT-NAVY-S,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6248,PV-BRIONE-JKT-NAVY-M,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6249,PV-BRIONE-JKT-NAVY-L,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6250,PV-BRIONE-JKT-NAVY-XL,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6251,PV-BRIONE-JKT-NAVY-2XL,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6252,PV-BRIONE-JKT-NAVY-3XL,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6254,PV-BRIONE-PNT-NAVY-3XS,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6255,PV-BRIONE-PNT-NAVY-2XS,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6256,PV-BRIONE-PNT-NAVY-XS,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6257,PV-BRIONE-PNT-NAVY-S,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6258,PV-BRIONE-PNT-NAVY-M,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6259,PV-BRIONE-PNT-NAVY-L,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6260,PV-BRIONE-PNT-NAVY-XL,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6261,PV-BRIONE-PNT-NAVY-2XL,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6262,PV-BRIONE-PNT-NAVY-3XL,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6374,PROT03FAF,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6429,PROT00SSW,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6441,PROT00STMS,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6442,PROT00STMS,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6445,PV-POLO-M-2627-S-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6446,PV-POLO-M-2627-M-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6447,PV-POLO-M-2627-L-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6448,PV-POLO-M-2627-XL-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6449,PV-POLO-M-2627-2XL-3,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6457,PROT00STW-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6482,PS-6479-6482,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6483,PS-6479-6483,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6484,PS-6479-6484,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6485,PS-6479-6485,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6486,PS-6479-6486,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6487,PS-6479-6487,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6488,PS-6479-6488,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6489,PS-6479-6489,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6490,PS-6479-6490,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6491,PS-6479-6491,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6492,PS-6479-6492,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6493,PS-6479-6493,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6494,PS-6479-6494,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6495,PS-6479-6495,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6497,PS-6496-6497,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6498,PS-6496-6498,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6499,PS-6496-6499,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6500,PS-6496-6500,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6501,PS-6496-6501,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6502,PS-6496-6502,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6503,PS-6496-6503,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6504,PS-6496-6504,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6505,PS-6496-6505,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6506,PS-6496-6506,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6507,PS-6496-6507,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6508,PS-6496-6508,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6509,PS-6496-6509,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6510,PS-6496-6510,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6513,PS-6512-6513,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6514,PS-6512-6514,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6515,PS-6512-6515,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6516,PS-6512-6516,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6517,PS-6512-6517,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6518,PS-6512-6518,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6519,PS-6512-6519,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6520,PS-6512-6520,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6521,PS-6512-6521,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6522,PS-6512-6522,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6523,PS-6512-6523,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6524,PS-6512-6524,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6525,PS-6512-6525,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6526,PS-6512-6526,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6528,PS-6527-6528,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6529,PS-6527-6529,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6530,PS-6527-6530,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6531,PS-6527-6531,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6532,PS-6527-6532,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6533,PS-6527-6533,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6534,PS-6527-6534,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6535,PS-6527-6535,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6536,PS-6527-6536,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6537,PS-6527-6537,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6538,PS-6527-6538,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6539,PS-6527-6539,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6540,PS-6527-6540,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6541,PS-6527-6541,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6543,PS-6542-6543,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6544,PS-6542-6544,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6545,PS-6542-6545,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6546,PS-6542-6546,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6547,PS-6542-6547,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6549,PS-6548-6549,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6550,PS-6548-6550,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6551,PS-6548-6551,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6552,PS-6548-6552,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6553,PS-6548-6553,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6555,PS-6554-6555,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6556,PS-6554-6556,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6557,PS-6554-6557,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6558,PS-6554-6558,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6559,PS-6554-6559,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6560,PS-6554-6560,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6563,PS-6562-6563,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6564,PS-6562-6564,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6565,PS-6562-6565,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6566,PS-6562-6566,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6567,PS-6562-6567,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6568,PS-6562-6568,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6569,PS-6562-6569,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6570,PS-6562-6570,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6571,PS-6562-6571,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6572,PS-6562-6572,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6573,PS-6562-6573,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6574,PS-6562-6574,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6576,PS-6575-6576,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6578,PS-6577-6578,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6580,PS-6579-6580,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6581,PS-6579-6581,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6582,PS-6579-6582,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6583,PS-6579-6583,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6584,PS-6579-6584,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6585,PS-6579-6585,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6587,PS-6586-6587,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6588,PS-6586-6588,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6589,PS-6586-6589,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6590,PS-6586-6590,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6591,PS-6586-6591,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6592,PS-6586-6592,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6594,PS-6593-6594,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6595,PS-6593-6595,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6596,PS-6593-6596,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6597,PS-6593-6597,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6598,PS-6593-6598,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6599,PS-6593-6599,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6600,PS-6593-6600,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6602,PS-6601-6602,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6603,PS-6601-6603,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6604,PS-6601-6604,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6605,PS-6601-6605,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6606,PS-6601-6606,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6607,PS-6601-6607,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6608,PS-6601-6608,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6610,PS-6609-6610,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6611,PS-6609-6611,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6616,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6617,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6618,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6619,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6620,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6621,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6622,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6623,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6624,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6625,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6626,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6627,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6628,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6629,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6630,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6631,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6632,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6633,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6634,PROT00SEM-1,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6637,PS-6636-6637,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6638,PS-6636-6638,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6639,PS-6636-6639,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6640,PS-6636-6640,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6641,PS-6636-6641,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6643,PS-6642-6643,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6644,PS-6642-6644,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6645,PS-6642-6645,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6646,PS-6642-6646,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6647,PS-6642-6647,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6649,PS-6648-6649,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6650,PS-6648-6650,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6651,PS-6648-6651,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6652,PS-6648-6652,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6660,PS-6653-6660,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6661,PS-6653-6661,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6662,PS-6653-6662,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6664,PROT03SPU,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6665,PROT03SPU,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6666,PROT03SPU,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6667,PROT03SPU,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6668,PROT03SPU,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6669,PROT03SPU,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6670,PROT03SPU,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6671,PROT03SPU,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6672,PROT03SPU,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6673,PROT03SPU,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6674,PROT03SPU,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
low,variant_missing_weight,variant,6675,PROT03SPU,transform,client,needs-decision,no weight on the variation or its parent; shipping rates that depend on weight cannot be calculated
